"","SRX033482","SRX033489","SRX033479","SRX033490","SRX033480","SRX033472","SRX033485","SRX033493","SRX033475","SRX033486"
"ENSMUSG00000024614",759,1306,394,1255,897,209,400,1281,594,817
"ENSMUSG00000024620",316,546,414,599,194,328,291,492,245,256
"ENSMUSG00000024621",283,701,317,771,258,332,293,593,247,290
"ENSMUSG00000024622",529,1183,808,1314,440,906,723,1459,757,741
"ENSMUSG00000024639",2226,4903,2984,4833,2830,2317,2375,5788,2521,3200
"ENSMUSG00000024642",550,1278,522,1101,531,428,435,1267,487,656
"ENSMUSG00000024644",142,286,190,279,148,256,116,361,151,160
"ENSMUSG00000024645",18,76,33,92,41,35,43,71,38,42
"ENSMUSG00000024647",189,334,366,397,245,238,436,810,320,467
"ENSMUSG00000024650",5,44,38,49,34,18,74,26,16,24
"ENSMUSG00000024654",77,189,152,218,72,123,81,183,68,64
"ENSMUSG00000024659",3,5,4,14,15,9,13,15,2,9
"ENSMUSG00000024660",133,277,190,306,143,230,145,351,166,148
"ENSMUSG00000024661",3976,11054,5680,11657,3610,4111,3574,10423,3286,3448
"ENSMUSG00000024664",95,213,219,214,98,191,164,321,174,138
"ENSMUSG00000024665",1109,2222,1516,2858,1011,1390,1281,2374,1157,1049
"ENSMUSG00000024666",59,165,96,228,69,89,111,188,84,93
"ENSMUSG00000024667",2,2,1,5,1,3,3,6,1,2
"ENSMUSG00000024668",196,499,217,504,191,207,229,599,211,351
"ENSMUSG00000024670",5,7,17,5,1,5,4,3,1,10
"ENSMUSG00000024683",173,372,162,380,156,221,140,390,190,188
"ENSMUSG00000024687",354,742,391,848,341,454,343,801,381,408
"ENSMUSG00000024696",21,34,13,21,11,9,1,26,11,18
"ENSMUSG00000024697",1,3,2,6,0,6,4,12,4,6
"ENSMUSG00000024712",69,232,62,208,68,78,142,320,135,192
"ENSMUSG00000024713",60,110,118,150,57,120,58,187,85,71
"ENSMUSG00000024725",10,18,17,24,11,10,7,22,6,6
"ENSMUSG00000024727",3,14,9,26,13,7,14,19,4,8
"ENSMUSG00000024732",36,72,42,83,31,38,38,92,45,40
"ENSMUSG00000024735",414,1110,733,1122,480,829,683,1446,603,656
"ENSMUSG00000024736",799,1910,2736,1823,877,2150,1767,2600,1727,1311
"ENSMUSG00000024740",1543,3723,1879,3646,1493,1903,1732,4141,1563,1747
"ENSMUSG00000024742",7,14,13,15,6,20,1,13,13,8
"ENSMUSG00000024743",740,1545,1457,1725,650,1284,1202,2251,1103,1107
"ENSMUSG00000024747",4,6,7,13,6,2,0,11,7,3
"ENSMUSG00000024750",63,159,95,159,77,113,113,199,96,114
"ENSMUSG00000024754",201,374,213,371,199,190,182,366,158,215
"ENSMUSG00000024758",3630,8225,5405,8822,4617,5710,5273,10419,6939,7606
"ENSMUSG00000024759",321,592,283,684,358,258,270,610,350,407
"ENSMUSG00000024764",425,899,464,905,313,581,458,930,552,535
"ENSMUSG00000024767",104,435,181,364,190,193,171,470,179,149
"ENSMUSG00000024769",3,4,7,12,3,2,4,3,2,0
"ENSMUSG00000024772",33,72,59,66,29,58,28,57,28,35
"ENSMUSG00000024778",11,31,10,29,4,9,9,18,7,2
"ENSMUSG00000024780",556,1094,541,1121,597,435,510,1189,515,778
"ENSMUSG00000024781",141,415,173,452,167,144,211,485,163,227
"ENSMUSG00000024782",84,221,86,216,72,60,107,241,62,93
"ENSMUSG00000024785",157,353,181,279,133,196,150,377,174,151
"ENSMUSG00000024789",804,1697,707,1846,788,599,669,2049,791,1121
"ENSMUSG00000024790",86,164,161,164,77,151,157,201,96,115
"ENSMUSG00000024795",9,18,11,13,10,8,5,13,4,5
"ENSMUSG00000024798",6,10,4,13,6,7,6,4,3,6
"ENSMUSG00000024800",82,139,54,148,60,40,50,161,65,85
"ENSMUSG00000024805",62,140,90,128,73,70,63,168,79,85
"ENSMUSG00000024807",41,106,107,115,43,85,59,135,62,65
"ENSMUSG00000024810",23,46,12,51,13,6,11,39,5,9
"ENSMUSG00000024811",1221,3012,1574,2932,1393,1618,1322,3142,1477,1909
"ENSMUSG00000024812",332,650,374,765,257,332,312,686,312,330
"ENSMUSG00000024818",1,6,1,4,4,5,3,4,5,1
"ENSMUSG00000024824",91,203,115,194,93,144,130,244,115,105
"ENSMUSG00000024827",216,499,315,644,203,219,221,438,211,227
"ENSMUSG00000024831",11,51,26,42,6,26,23,38,33,23
"ENSMUSG00000024833",43,54,62,77,26,68,58,111,68,39
"ENSMUSG00000024841",129,301,192,335,156,201,109,364,155,146
"ENSMUSG00000024844",179,431,225,424,219,204,185,513,223,150
"ENSMUSG00000024846",17,43,30,80,13,37,21,72,21,14
"ENSMUSG00000024847",56,134,123,173,56,115,28,127,56,40
"ENSMUSG00000024853",2076,4070,2355,4457,1987,2714,2002,4821,2276,2280
"ENSMUSG00000024854",60,124,82,148,48,87,62,131,55,40
"ENSMUSG00000024855",698,1857,1460,1991,749,1561,1321,2333,1295,1137
"ENSMUSG00000024856",123,227,174,247,70,149,152,230,140,133
"ENSMUSG00000024858",1467,3079,2919,3559,1325,2905,2486,4658,2152,2008
"ENSMUSG00000024863",0,1,1,1,0,4,0,5,1,4
"ENSMUSG00000024866",8,18,12,12,12,12,14,28,8,7
"ENSMUSG00000024869",26,57,60,64,22,62,26,61,37,26
"ENSMUSG00000024870",657,1700,1554,1962,706,1590,1202,2223,1184,970
"ENSMUSG00000024873",1414,2704,2456,3026,1204,2718,2350,3035,2281,1744
"ENSMUSG00000024875",66,167,96,171,58,126,98,216,105,64
"ENSMUSG00000024878",74,126,71,149,69,45,48,111,53,59
"ENSMUSG00000024883",870,1842,1229,1922,689,1656,1565,2490,1354,1328
"ENSMUSG00000024885",6,32,13,29,18,15,14,29,10,12
"ENSMUSG00000024887",69,212,117,209,90,127,107,264,94,141
"ENSMUSG00000024889",80,172,154,199,69,132,100,209,81,152
"ENSMUSG00000024891",70,208,177,254,83,148,156,279,115,117
"ENSMUSG00000024892",661,1611,1123,1611,517,1155,938,1595,733,698
"ENSMUSG00000024893",14,22,23,39,10,13,10,11,9,12
"ENSMUSG00000024896",109,207,113,256,141,134,88,269,145,138
"ENSMUSG00000024897",1532,3111,2949,3832,1695,2396,2201,4174,2256,2022
"ENSMUSG00000024899",201,357,157,426,187,161,141,402,144,181
"ENSMUSG00000024900",147,328,211,373,138,230,160,333,120,168
"ENSMUSG00000024902",160,344,153,432,178,127,148,405,129,169
"ENSMUSG00000024907",0,4,0,15,1,4,14,7,2,2
"ENSMUSG00000024908",215,560,241,595,273,229,203,567,248,337
"ENSMUSG00000024909",37,116,77,142,28,98,95,135,56,57
"ENSMUSG00000024910",3,3,4,3,7,5,5,2,4,3
"ENSMUSG00000024911",226,488,321,487,164,335,290,556,259,236
"ENSMUSG00000024912",39,81,71,88,40,52,22,53,43,29
"ENSMUSG00000024913",119,189,223,231,86,153,141,212,106,95
"ENSMUSG00000024914",138,171,220,228,111,195,78,205,158,85
"ENSMUSG00000024921",1349,2377,1134,2513,1599,1061,749,2833,1086,1279
"ENSMUSG00000024922",10,20,9,18,11,7,13,26,12,14
"ENSMUSG00000024924",459,1075,586,992,454,736,470,1017,602,585
"ENSMUSG00000024925",9,24,26,32,24,18,17,42,19,10
"ENSMUSG00000024926",255,688,382,736,259,422,376,841,352,289
"ENSMUSG00000024927",192,343,296,411,170,284,292,423,213,245
"ENSMUSG00000024936",2,0,2,3,2,2,1,9,0,5
"ENSMUSG00000024937",199,441,381,523,197,422,282,467,275,255
"ENSMUSG00000024940",187,503,439,520,190,507,459,581,339,271
"ENSMUSG00000024941",529,968,734,1142,457,900,617,1284,582,609
"ENSMUSG00000024942",172,341,240,373,147,279,214,394,208,204
"ENSMUSG00000024943",233,457,217,555,239,240,186,528,296,352
"ENSMUSG00000024944",84,191,174,215,79,190,108,258,134,92
"ENSMUSG00000024947",8,32,21,18,15,17,31,33,26,25
"ENSMUSG00000024952",399,901,610,887,330,738,475,944,601,428
"ENSMUSG00000024953",768,1355,1029,1502,664,1074,546,1616,815,637
"ENSMUSG00000024955",64,90,173,104,56,156,82,93,102,66
"ENSMUSG00000024957",4,32,33,21,14,12,32,33,19,15
"ENSMUSG00000024958",219,439,414,531,205,442,405,558,336,332
"ENSMUSG00000024959",4,13,7,15,4,9,10,20,4,6
"ENSMUSG00000024960",139,318,231,388,127,166,155,322,146,138
"ENSMUSG00000024962",34,91,66,82,33,75,68,95,51,39
"ENSMUSG00000024963",68,147,96,181,47,111,97,161,80,86
"ENSMUSG00000024965",31,78,58,76,25,54,39,77,33,44
"ENSMUSG00000024966",1149,2808,1228,3046,1492,1150,1124,3160,1001,1368
"ENSMUSG00000024969",974,2211,1763,2364,964,1597,1325,2583,1438,1329
"ENSMUSG00000024970",129,282,332,353,125,330,223,370,201,179
"ENSMUSG00000024972",2,7,5,4,0,5,4,10,2,2
"ENSMUSG00000024974",57,125,48,128,66,37,27,116,49,69
"ENSMUSG00000024975",669,1341,689,1399,785,675,530,1457,577,755
"ENSMUSG00000024976",538,1206,490,1209,622,492,480,1363,594,696
"ENSMUSG00000024978",540,1242,791,1254,514,811,582,1262,702,654
"ENSMUSG00000024981",316,815,509,846,465,460,439,1152,505,559
"ENSMUSG00000024982",19,83,54,82,36,36,28,91,37,61
"ENSMUSG00000024983",29,79,40,88,26,58,58,142,56,74
"ENSMUSG00000024985",10,8,3,3,0,2,4,7,5,2
"ENSMUSG00000024986",8,10,5,17,9,7,10,12,10,9
"ENSMUSG00000024989",2,5,6,3,0,4,9,9,1,1
"ENSMUSG00000024990",85,193,151,248,52,223,132,371,170,142
"ENSMUSG00000024991",1795,3355,1903,3619,2121,1879,1177,3877,1763,1998
"ENSMUSG00000024997",403,972,379,935,342,468,534,1033,409,544
"ENSMUSG00000024998",201,342,153,392,128,227,179,307,155,166
"ENSMUSG00000024999",112,257,137,247,128,126,127,337,133,177
"ENSMUSG00000025006",1726,3604,1712,3740,1506,1668,1967,3749,1844,1951
"ENSMUSG00000025008",45,66,54,63,24,47,56,85,44,56
"ENSMUSG00000025010",97,203,120,257,78,148,124,286,131,113
"ENSMUSG00000025013",26,47,28,38,10,20,23,36,16,28
"ENSMUSG00000025016",584,1161,724,964,667,680,330,1081,761,670
"ENSMUSG00000025017",54,82,38,85,27,47,37,67,32,41
"ENSMUSG00000025019",147,315,156,324,205,154,175,321,198,283
"ENSMUSG00000025020",288,691,980,771,367,787,693,1078,620,530
"ENSMUSG00000025024",50,116,54,131,59,43,46,120,61,76
"ENSMUSG00000025025",350,730,399,833,425,366,397,826,382,478
"ENSMUSG00000025026",1206,2311,1106,2642,1021,1057,1036,2396,959,1259
"ENSMUSG00000025027",245,543,407,591,233,452,348,781,355,384
"ENSMUSG00000025034",516,982,942,1244,509,925,832,1351,786,697
"ENSMUSG00000025035",687,1349,779,1691,722,1001,435,1511,604,669
"ENSMUSG00000025036",81,150,75,180,58,128,90,201,112,125
"ENSMUSG00000025037",242,544,197,615,272,255,179,535,264,283
"ENSMUSG00000025038",14,43,16,44,9,20,12,44,22,27
"ENSMUSG00000025040",89,199,88,249,99,97,51,199,94,117
"ENSMUSG00000025041",254,575,322,668,279,395,302,690,342,378
"ENSMUSG00000025047",79,190,137,154,108,143,106,202,95,101
"ENSMUSG00000025049",57,117,65,138,55,66,52,183,57,68
"ENSMUSG00000025050",132,215,139,274,135,140,150,284,180,190
"ENSMUSG00000025066",461,1006,381,1182,451,340,262,1032,360,394
"ENSMUSG00000025069",2,6,0,6,7,4,1,7,2,5
"ENSMUSG00000025076",27,41,26,61,13,61,37,82,41,49
"ENSMUSG00000025077",61,137,58,128,48,87,61,202,86,99
"ENSMUSG00000025078",120,252,166,274,124,139,133,269,154,161
"ENSMUSG00000025081",4,23,24,25,13,18,4,17,22,10
"ENSMUSG00000025086",46,98,78,99,41,98,62,136,61,52
"ENSMUSG00000025089",17,17,48,21,12,24,8,17,23,13
"ENSMUSG00000025092",2030,4775,3093,4959,2604,2845,2774,5828,2821,3173
"ENSMUSG00000025093",3,2,1,3,1,2,2,5,4,7
"ENSMUSG00000025094",72,164,57,161,67,34,45,134,72,89
"ENSMUSG00000025102",21,46,33,49,28,29,21,38,13,28
"ENSMUSG00000025103",36,57,71,55,35,87,68,77,54,61
"ENSMUSG00000025104",116,218,103,209,131,112,78,263,130,185
"ENSMUSG00000025128",86,195,228,205,169,100,213,269,148,168
"ENSMUSG00000025130",1089,2496,1239,2640,1039,1313,970,2584,1022,1169
"ENSMUSG00000025132",1208,2727,2304,3099,1028,2355,1484,3392,1729,1448
"ENSMUSG00000025133",300,781,333,815,300,312,284,675,255,340
"ENSMUSG00000025139",68,232,174,287,79,177,132,281,94,114
"ENSMUSG00000025141",10,36,8,48,30,17,17,25,11,12
"ENSMUSG00000025144",34,80,54,113,43,58,60,140,55,45
"ENSMUSG00000025147",195,391,291,353,175,280,167,455,246,169
"ENSMUSG00000025153",9,23,20,12,10,15,24,32,11,7
"ENSMUSG00000025154",104,199,56,147,63,60,78,153,76,80
"ENSMUSG00000025157",154,324,213,307,157,190,138,326,174,176
"ENSMUSG00000025158",365,779,653,838,255,590,650,908,480,470
"ENSMUSG00000025159",305,710,423,761,273,512,459,810,401,380
"ENSMUSG00000025163",2,2,9,11,2,9,4,14,3,6
"ENSMUSG00000025169",28,64,27,76,25,47,24,79,49,34
"ENSMUSG00000025170",26,51,24,37,21,27,20,43,26,26
"ENSMUSG00000025171",58,141,131,185,57,143,88,165,84,68
"ENSMUSG00000025172",4,6,0,7,3,8,5,6,3,6
"ENSMUSG00000025175",71,154,108,171,74,92,85,174,71,63
"ENSMUSG00000025176",1,7,6,10,3,7,2,12,3,4
"ENSMUSG00000025178",684,1544,1030,1580,698,1126,890,1764,826,879
"ENSMUSG00000025185",0,2,6,5,2,4,0,6,5,4
"ENSMUSG00000025189",731,1517,1098,1609,762,1081,1025,1791,946,941
"ENSMUSG00000025193",5,9,3,13,1,2,3,8,0,9
"ENSMUSG00000025195",124,262,133,304,119,152,163,229,130,137
"ENSMUSG00000025197",4,8,2,12,5,1,6,11,3,5
"ENSMUSG00000025198",330,845,300,935,317,382,350,798,341,447
"ENSMUSG00000025200",98,244,114,250,99,127,148,293,128,127
"ENSMUSG00000025201",5,7,7,13,11,4,1,9,2,7
"ENSMUSG00000025202",33,63,27,50,30,30,22,77,35,45
"ENSMUSG00000025203",14159,30333,15047,33789,14070,12836,13987,28398,13592,16359
"ENSMUSG00000025204",468,1128,780,1079,408,1155,445,1455,899,502
"ENSMUSG00000025207",162,443,290,531,166,509,449,650,331,309
"ENSMUSG00000025208",102,262,174,271,88,192,209,343,124,138
"ENSMUSG00000025209",135,370,215,361,131,239,148,403,182,193
"ENSMUSG00000025212",1118,2521,1474,2768,988,1719,1463,3084,1456,1436
"ENSMUSG00000025213",16,46,45,50,33,42,29,46,32,23
"ENSMUSG00000025217",929,2086,1376,2009,935,1166,775,1977,944,903
"ENSMUSG00000025218",58,141,115,143,74,120,95,143,83,86
"ENSMUSG00000025220",3073,7484,3155,6868,3324,2847,2511,7106,3271,3944
"ENSMUSG00000025223",174,319,283,447,127,257,190,420,174,178
"ENSMUSG00000025224",59,165,93,127,38,54,56,147,58,81
"ENSMUSG00000025225",29,38,37,63,19,52,38,49,28,22
"ENSMUSG00000025226",107,252,260,251,121,262,204,316,165,164
"ENSMUSG00000025227",34,66,61,50,25,91,72,81,47,61
"ENSMUSG00000025228",1378,3032,1843,3074,1317,2121,1537,3386,1595,1654
"ENSMUSG00000025232",380,909,511,1019,403,514,438,1006,449,474
"ENSMUSG00000025234",630,1388,841,1462,726,659,543,1559,740,806
"ENSMUSG00000025235",436,1109,482,1186,436,487,489,1223,493,631
"ENSMUSG00000025236",31,59,45,76,37,38,59,85,45,55
"ENSMUSG00000025237",997,2685,1300,2837,1012,1469,1211,3232,1231,1433
"ENSMUSG00000025239",121,296,197,307,129,152,158,252,125,122
"ENSMUSG00000025240",660,1534,662,1427,801,432,554,1586,619,986
"ENSMUSG00000025241",1021,1917,936,2161,829,1077,873,1891,904,1002
"ENSMUSG00000025245",31,79,30,73,34,27,20,81,48,68
"ENSMUSG00000025246",251,709,447,732,292,500,304,694,354,380
"ENSMUSG00000025255",190,424,258,508,192,252,341,441,246,313
"ENSMUSG00000025260",117,314,148,350,122,205,114,332,147,126
"ENSMUSG00000025262",689,1422,822,1471,790,690,860,1435,828,942
"ENSMUSG00000025264",409,1069,553,1176,454,710,570,1563,664,683
"ENSMUSG00000025268",29,58,44,71,25,32,45,94,30,32
"ENSMUSG00000025272",435,1086,580,1232,467,783,712,1453,568,754
"ENSMUSG00000025277",101,323,172,288,105,134,102,317,126,144
"ENSMUSG00000025278",1193,1905,1609,2166,865,1730,1250,2141,1198,1195
"ENSMUSG00000025280",344,736,468,708,342,519,436,847,423,470
"ENSMUSG00000025290",7,4,0,6,1,4,1,10,6,1
"ENSMUSG00000025316",121,262,331,352,138,263,245,381,185,185
"ENSMUSG00000025318",2285,4934,4890,5004,2211,4860,3006,5507,3454,2825
"ENSMUSG00000025321",67,121,95,124,68,120,126,115,80,96
"ENSMUSG00000025323",378,756,307,774,345,362,364,854,387,494
"ENSMUSG00000025324",136,321,230,378,124,125,151,264,140,133
"ENSMUSG00000025326",922,1648,856,1496,968,678,825,1625,1111,1398
"ENSMUSG00000025337",48,94,54,99,48,60,10,116,37,45
"ENSMUSG00000025348",110,200,242,211,97,180,142,207,137,94
"ENSMUSG00000025351",9,10,4,7,5,5,3,4,4,3
"ENSMUSG00000025352",157,339,177,441,182,209,147,398,138,178
"ENSMUSG00000025354",598,1185,660,1344,625,700,575,1453,719,716
"ENSMUSG00000025355",2,9,4,10,3,7,10,17,7,8
"ENSMUSG00000025357",81,167,105,209,72,99,101,203,84,95
"ENSMUSG00000025358",10,16,19,34,6,17,18,34,11,18
"ENSMUSG00000025359",5,12,7,11,4,4,5,4,3,4
"ENSMUSG00000025362",10,12,10,23,13,22,3,13,11,6
"ENSMUSG00000025364",13,37,15,37,10,14,17,58,12,8
"ENSMUSG00000025366",64,100,72,101,48,104,62,134,78,46
"ENSMUSG00000025369",2711,5453,4340,6433,2652,4300,3144,6892,3390,3112
"ENSMUSG00000025370",282,686,229,811,312,291,201,756,337,363
"ENSMUSG00000025373",484,1033,844,1180,448,817,625,1261,595,558
"ENSMUSG00000025374",353,704,479,990,349,459,335,871,363,297
"ENSMUSG00000025377",2,11,2,9,1,7,2,9,1,1
"ENSMUSG00000025381",157,384,164,462,172,216,140,431,135,165
"ENSMUSG00000025383",2,3,5,1,3,0,3,2,2,2
"ENSMUSG00000025400",19,74,22,117,24,44,40,53,32,23
"ENSMUSG00000025401",22,34,19,49,9,15,10,32,15,14
"ENSMUSG00000025402",21,54,55,59,27,68,42,68,47,42
"ENSMUSG00000025403",98,182,118,243,98,177,159,249,110,142
"ENSMUSG00000025404",1680,3371,2834,3891,1493,2223,2297,4769,2004,2193
"ENSMUSG00000025408",11,20,22,31,20,13,7,27,19,11
"ENSMUSG00000025410",1199,2676,2015,2807,1034,2241,1527,3570,1713,1458
"ENSMUSG00000025417",981,2125,1716,2079,1236,1646,1360,3241,1562,1554
"ENSMUSG00000025421",45,83,31,77,13,13,27,64,15,32
"ENSMUSG00000025422",9805,18237,21512,20862,8872,20025,15868,21281,16611,12509
"ENSMUSG00000025423",257,610,311,688,323,287,352,786,295,470
"ENSMUSG00000025425",299,532,664,567,338,511,571,1100,463,609
"ENSMUSG00000025427",89,189,229,203,113,184,108,235,171,149
"ENSMUSG00000025436",25,37,29,27,18,25,18,36,19,23
"ENSMUSG00000025439",39,78,49,107,28,53,54,100,66,58
"ENSMUSG00000025450",52,38,39,60,26,20,5,23,18,13
"ENSMUSG00000025451",352,768,276,840,423,227,284,827,298,443
"ENSMUSG00000025453",31,67,42,78,51,65,29,67,53,48
"ENSMUSG00000025464",0,0,2,2,0,1,2,4,4,4
"ENSMUSG00000025465",23,57,35,85,31,52,39,71,46,41
"ENSMUSG00000025468",868,2100,1341,2516,615,1822,1208,2499,1083,1022
"ENSMUSG00000025470",53,111,90,119,26,83,74,139,48,79
"ENSMUSG00000025474",304,737,473,797,245,575,427,926,429,369
"ENSMUSG00000025475",9,46,67,42,12,46,21,65,36,38
"ENSMUSG00000025478",42,75,61,99,39,77,52,99,59,47
"ENSMUSG00000025480",0,0,3,4,1,3,3,4,9,5
"ENSMUSG00000025482",4,1,7,3,2,1,2,3,1,1
"ENSMUSG00000025484",101,265,147,276,121,178,144,315,162,162
"ENSMUSG00000025486",89,181,146,212,97,182,125,253,133,117
"ENSMUSG00000025488",0,3,0,3,0,1,2,7,4,1
"ENSMUSG00000025492",25,34,22,67,10,32,15,42,18,13
"ENSMUSG00000025494",6,17,10,17,6,21,13,17,11,12
"ENSMUSG00000025495",298,673,515,742,268,496,320,762,397,382
"ENSMUSG00000025496",1,1,3,3,1,3,7,1,1,4
"ENSMUSG00000025499",509,1021,720,1111,367,755,330,965,432,356
"ENSMUSG00000025509",95,245,153,291,93,181,165,251,139,128
"ENSMUSG00000025510",74,183,123,196,75,139,86,216,101,70
"ENSMUSG00000025515",0,3,2,4,1,4,0,3,4,0
"ENSMUSG00000025521",114,223,137,275,105,173,146,249,122,129
"ENSMUSG00000025525",5,4,2,3,7,1,6,12,2,0
"ENSMUSG00000025529",15,33,13,31,28,16,5,31,17,24
"ENSMUSG00000025532",77,193,77,183,56,95,52,195,65,64
"ENSMUSG00000025537",4,11,11,19,5,7,6,15,2,7
"ENSMUSG00000025538",20,30,54,37,19,43,25,51,33,29
"ENSMUSG00000025544",694,1931,788,1749,854,728,749,1880,884,1192
"ENSMUSG00000025545",31,128,41,174,47,46,39,144,33,72
"ENSMUSG00000025551",81,188,87,184,92,111,67,177,84,105
"ENSMUSG00000025558",1345,2938,2239,3171,1356,1779,1599,3681,1989,1852
"ENSMUSG00000025571",8,23,16,25,7,17,11,21,16,14
"ENSMUSG00000025575",195,431,404,380,143,407,268,469,268,200
"ENSMUSG00000025577",6,5,8,7,2,9,4,7,0,3
"ENSMUSG00000025578",16,46,37,57,30,39,34,63,34,33
"ENSMUSG00000025582",2876,5354,8205,5568,3590,5734,4633,8947,5409,4765
"ENSMUSG00000025584",17,47,18,53,11,22,13,48,16,17
"ENSMUSG00000025588",11,28,5,15,6,5,5,27,13,16
"ENSMUSG00000025591",1,10,7,6,4,1,4,10,4,0
"ENSMUSG00000025597",153,328,122,321,153,122,95,242,124,169
"ENSMUSG00000025602",50,84,34,92,29,51,38,106,44,37
"ENSMUSG00000025610",9,11,6,11,3,8,0,13,5,4
"ENSMUSG00000025612",5,18,15,21,11,13,15,29,14,19
"ENSMUSG00000025613",1124,2725,1206,2786,1199,1146,924,2984,1271,1649
"ENSMUSG00000025626",217,552,242,572,319,173,231,672,315,421
"ENSMUSG00000025630",669,1655,624,1719,794,605,503,1830,825,924
"ENSMUSG00000025645",43,108,66,108,42,67,50,102,51,32
"ENSMUSG00000025651",1251,3263,2238,3443,1330,2709,1793,3904,1758,1645
"ENSMUSG00000025656",1770,4254,2176,4376,1867,2065,1367,4514,2171,2029
"ENSMUSG00000025658",99,220,117,270,131,83,73,314,103,146
"ENSMUSG00000025666",221,340,191,408,191,170,224,325,181,252
"ENSMUSG00000025701",7,26,10,19,4,12,13,17,2,11
"ENSMUSG00000025723",11,21,16,31,8,10,20,28,12,12
"ENSMUSG00000025726",3,12,3,4,2,5,3,4,2,0
"ENSMUSG00000025727",6,13,13,15,9,10,11,16,12,6
"ENSMUSG00000025730",393,955,739,987,348,661,500,958,518,479
"ENSMUSG00000025731",29,131,99,150,54,122,111,170,88,108
"ENSMUSG00000025732",42,92,70,101,25,66,64,117,52,56
"ENSMUSG00000025733",557,1170,880,1263,418,939,707,1312,654,660
"ENSMUSG00000025735",326,716,782,697,325,783,480,856,540,429
"ENSMUSG00000025736",6,18,9,20,3,10,12,19,7,12
"ENSMUSG00000025737",2,2,2,3,3,4,4,7,1,4
"ENSMUSG00000025738",14428,27305,20784,29872,10940,20548,18033,27405,17231,15652
"ENSMUSG00000025739",58,168,113,274,56,90,113,277,66,105
"ENSMUSG00000025742",13,65,47,54,12,45,24,63,30,23
"ENSMUSG00000025743",19,57,85,64,23,98,39,64,47,18
"ENSMUSG00000025758",28,68,25,78,29,31,42,109,44,62
"ENSMUSG00000025759",27,97,31,78,33,18,21,70,34,45
"ENSMUSG00000025762",12,22,13,17,4,11,9,31,17,13
"ENSMUSG00000025764",404,842,571,883,426,552,395,864,428,415
"ENSMUSG00000025776",9,21,13,20,10,14,9,12,12,11
"ENSMUSG00000025777",188,414,302,412,175,360,246,518,267,283
"ENSMUSG00000025779",1,3,3,14,8,3,1,13,4,11
"ENSMUSG00000025780",475,967,528,991,458,397,489,875,441,581
"ENSMUSG00000025781",122,160,112,177,139,116,56,173,84,181
"ENSMUSG00000025782",19,48,51,67,23,51,38,53,42,33
"ENSMUSG00000025784",7,20,11,14,7,9,15,17,3,4
"ENSMUSG00000025786",1,9,16,15,1,15,8,22,17,8
"ENSMUSG00000025788",65,91,62,96,59,52,34,104,42,60
"ENSMUSG00000025789",80,259,145,384,125,207,164,390,207,220
"ENSMUSG00000025791",263,605,282,718,251,351,306,648,305,339
"ENSMUSG00000025794",28,23,31,29,10,19,25,35,18,25
"ENSMUSG00000025795",274,534,435,681,362,386,257,651,364,264
"ENSMUSG00000025810",206,493,449,430,232,329,254,576,279,281
"ENSMUSG00000025813",97,176,199,191,147,149,126,232,127,148
"ENSMUSG00000025817",11,17,10,22,6,9,5,21,6,10
"ENSMUSG00000025821",27,59,36,61,25,50,49,68,32,28
"ENSMUSG00000025823",550,1264,707,1254,603,471,484,1255,391,556
"ENSMUSG00000025856",6,16,20,24,9,14,13,19,16,22
"ENSMUSG00000025857",13,21,16,16,1,19,18,29,19,12
"ENSMUSG00000025858",24,79,64,77,27,69,55,80,42,41
